"","long","lat","smp","calle","num","tipo1_16","tipo2_16","pisos_16","nombre","observacio","barrio","comuna","X5_dig","X4_dig","X3_dig","X2_dig","rama","subrama","ssrama"
"9014",-58.36963,-34.62304,"004-038-006","COCHABAMBA",296,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9015",-58.36949,-34.62307,"004-038-005","COCHABAMBA",286,"E","CASA",2,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9016",-58.36938,-34.62307,"004-038-004","COCHABAMBA",274,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9017",-58.36927,-34.6232,"004-038-003","COCHABAMBA",262,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9018",-58.36913,-34.62322,"004-038-002","COCHABAMBA",254,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9019",-58.36913,-34.62322,"004-038-002","COCHABAMBA",256,"EDU","OFICINAS",2,"","","SAN TELMO",1,1,0,0,0,"EDIFICIOS","OFICINAS",""
"9020",-58.36896,-34.62308,"004-038-001Q","COCHABAMBA",244,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9021",-58.36896,-34.62308,"004-038-001Q","COCHABAMBA",248,"E","VIVIENDA",3,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9022",-58.36881,-34.62301,"004-038-001P","COCHABAMBA",236,"E","VIVIENDA",3,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9023",-58.36868,-34.62294,"004-038-001N","COCHABAMBA",228,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9024",-58.36868,-34.62294,"004-038-001N","COCHABAMBA",250,"E","VIVIENDA",3,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9025",-58.36868,-34.62294,"004-038-001N","COCHABAMBA",232,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9026",-58.36849,-34.62293,"004-038-001M","COCHABAMBA",210,"LOTE","LOTE",0,"","TAPIADO","SAN TELMO",1,15,0,0,0,"LOTE","LOTE",""
"9027",-58.36849,-34.62293,"004-038-001M","PASEO COLON AV.",1313,"P","PUESTO DIARIOS",1,"","","SAN TELMO",1,52382,5238,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","VENTA DE DIARIOS Y REVISTAS"
"9028",-58.36781,-34.62307,"004-047-006","COCHABAMBA",176,"EDU","EN OBRA",2,"SERVICIO DE MEDICINA LABORAL","AUN SIN TERMINAR","SAN TELMO",1,13,0,0,0,"EDIFICIOS","EN OBRA",""
"9029",-58.36759,-34.62299,"004-047-004A","COCHABAMBA",156,"LOTE","LOTE",0,"","","SAN TELMO",1,15,0,0,0,"LOTE","LOTE",""
"9030",-58.36759,-34.62299,"004-047-004A","COCHABAMBA",156,"U","UNIFICADO LOTE",0,"","","SAN TELMO",1,36,0,0,0,"UNIFICADO","UNIFICADO LOTE",""
"9031",-58.36759,-34.62299,"004-047-004A","COCHABAMBA",164,"U","UNIFICADO LOTE",0,"","","SAN TELMO",1,36,0,0,0,"UNIFICADO","UNIFICADO LOTE",""
"9032",-58.36732,-34.62302,"004-047-003","COCHABAMBA",126,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9033",-58.36732,-34.62302,"004-047-003","COCHABAMBA",146,"G","DEPOSITO",3,"","","SAN TELMO",1,63200,6320,632,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS DE ALMACENAMIENTO Y DEPOSITO",""
"9034",-58.36711,-34.62295,"004-047-002","COCHABAMBA",120,"E","OFICINAS",2,"","","SAN TELMO",1,1,0,0,0,"EDIFICIOS","OFICINAS",""
"9035",-58.36697,-34.62301,"004-047-001","AZOPARDO",1321,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9036",-58.36697,-34.62301,"004-047-001","AZOPARDO",1335,"EDU","OFICINAS",2,"SYNAPSIS","","SAN TELMO",1,1,0,0,0,"EDIFICIOS","OFICINAS",""
"9037",-58.36636,-34.62292,"004-053-002E","COCHABAMBA",14,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9038",-58.36636,-34.62292,"004-053-002E","COCHABAMBA",54,"EDU","EDU",4,"CNAS","","SAN TELMO",1,8,0,0,0,"EDIFICIOS","DESTINO UNICO",""
"9039",-58.36616,-34.62282,"004-053-001","HUERGO, ING. AV.",1311,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9040",-58.36616,-34.62282,"004-053-001","COCHABAMBA",12,"EDU","ALBERGUE TRANSITORIO",2,"OSIRIS","","SAN TELMO",1,55100,5510,551,55,"HOTELERIA Y GASTRONOMIA","HOTELERIA","ALBERGUE TRANSITORIO"
"9041",-58.3752,-34.62439,"004-013-025A","CHACABUCO",1390,"LOTE","LOTE",0,"","DEPOSITO","SAN TELMO",1,15,0,0,0,"LOTE","LOTE",""
"9042",-58.36782,-34.62346,"004-047-008A","PASEO COLON AV.",1366,"EDU","ORGANISMOS PUBLICOS MUNICIPALES",3,"CENTRO DE ATENCION INTEGRAL A LA NINEZ Y LA ADOLE*","","SAN TELMO",1,75110,7511,751,75,"ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA","ADMINISTRACION PUBLICA",""
"9043",-58.3675,-34.62344,"004-047-008B","PASEO COLON AV.",1368,"EDU","ORGANISMOS PUBLICOS MUNICIPALES",3,"CENTRO DE ATENCION INTEGRAL A LA NINEZ Y LA ADOLE*","","SAN TELMO",1,75110,7511,751,75,"ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA","ADMINISTRACION PUBLICA",""
"9044",-58.36721,-34.6237,"004-047-009B","GARAY, JUAN DE AV.",175,"E","EN OBRA",11,"","U:PARCELAS 009B Y 009A","SAN TELMO",1,13,0,0,0,"EDIFICIOS","EN OBRA",""
"9045",-58.36779,-34.62373,"004-047-009A","GARAY, JUAN DE AV.",125,"LOTE","LOTE",0,"AUSTRAL","U:PARCELAS 009B Y 009A","SAN TELMO",1,15,0,0,0,"LOTE","LOTE",""
"9046",-58.37619,-34.62445,"004-007-022A","PIEDRAS",1364,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9047",-58.37619,-34.62445,"004-007-022A","PIEDRAS",1369,"EDU","CERRADO",1,"","","SAN TELMO",1,10,0,0,0,"EDIFICIOS","CERRADO",""
"9048",-58.37619,-34.62445,"004-007-022A","GARAY, JUAN DE AV.",739,"E","VIVIENDA",25,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9049",-58.37444,-34.62368,"004-013-039A","PERU",1319,"E","VIVIENDA",16,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9050",-58.37651,-34.62483,"004-007-026B","GARAY, JUAN DE AV.",799,"EDU","ORGANISMOS PUBLICOS MUNICIPALES",1,"DIRECCION ENERAL DE LA 3 EDAD","","SAN TELMO",1,75110,7511,751,75,"ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA","ADMINISTRACION PUBLICA",""
"9051",-58.37651,-34.62483,"004-007-026B","PIEDRAS",1390,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9052",-58.37652,-34.62475,"004-007-025","PIEDRAS",1390,"L","PLOMERIA",1,"","CM","SAN TELMO",1,45330,4533,453,45,"INSTALACIONES PARA EDIFICIOS Y OBRAS DE INGENIERIA CIVIL","INSTALACIONES DE GAS, AGUA, SANITARIOS Y DE CLIMATIZACION","PLOMERIA"
"9053",-58.37654,-34.62469,"004-007-024","PIEDRAS",1384,"EDU","ASOCIACION CIVIL",1,"EQUIDAD","","SAN TELMO",1,91990,9199,919,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE ASOCIACIONES NCP",""
"9054",-58.37658,-34.62449,"004-007-021","PIEDRAS",1362,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9055",-58.37658,-34.62442,"004-007-020","PIEDRAS",1358,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9056",-58.37658,-34.62442,"004-007-020","PIEDRAS",1360,"E","VIVIENDA",4,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9057",-58.3766,-34.62436,"004-007-019","PIEDRAS",1354,"EP","FABRICACION DE MAQUINARIA",1,"MG","","SAN TELMO",1,29000,2900,290,29,"FABRICACION DE MAQUINARIA Y EQUIPO NCP","FABRICACION DE MAQUINARIA DE USO GENERAL Y ESPECIAL NCP",""
"9058",-58.37461,-34.62433,"004-013-031B","GARAY, JUAN DE AV.",633,"E","VIVIENDA",4,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9059",-58.37451,-34.62433,"004-013-032B","GARAY, JUAN DE AV.",627,"E","VIVIENDA",8,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9060",-58.37451,-34.62433,"004-013-032B","GARAY, JUAN DE AV.",629,"L","PELUQUERIA UNISEX",1,"","#","SAN TELMO",1,93020,9302,930,93,"OTROS SERVICIOS","PELUQUERIA Y TRATAMIENTOS DE BELLEZA",""
"9061",-58.37441,-34.62432,"004-013-033B","GARAY, JUAN DE AV.",625,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9062",-58.37579,-34.62435,"004-007-030","CHACABUCO",1387,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9063",-58.37432,-34.62431,"004-013-034B","GARAY, JUAN DE AV.",615,"L","ASCENSORES",1,"CASA MYRA","","SAN TELMO",1,45311,4531,453,45,"INSTALACIONES PARA EDIFICIOS Y OBRAS DE INGENIERIA CIVIL","INSTALACION DE ASCENSORES, MONTACARGAS Y ESCALERAS MECANICAS","INSTALACION DE ASCENSORES"
"9064",-58.37432,-34.62431,"004-013-034B","GARAY, JUAN DE AV.",613,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9065",-58.37432,-34.62431,"004-013-034B","GARAY, JUAN DE AV.",611,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9066",-58.37495,-34.62434,"004-013-028B","GARAY, JUAN DE AV.",699,"E","VU - VIVIENDA UNICA",2,"","","SAN TELMO",1,6,0,0,0,"EDIFICIOS","VIVIENDA UNICA",""
"9067",-58.37495,-34.62434,"004-013-028B","GARAY, JUAN DE AV.",667,"L","ARTICULOS ORTOPEDICOS",1,"","","SAN TELMO",1,52313,5231,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","INSTRUM . MEDICO, ODONTOL. Y ARTS. ORTOPED."
"9068",-58.3752,-34.62432,"004-013-024","CHACABUCO",1386,"L","MAQUINAS Y HERRAMIENTAS",1,"","","SAN TELMO",1,51520,5152,515,51,"COMERCIO POR MAYOR","VENTA POR MAYOR DE MAQUINAS, EQUIPOS Y MATERIALES CONEXOS","VENTA AL POR MAYOR DE MAQUINAS Y HERRAMIENTAS"
"9069",-58.3752,-34.62432,"004-013-024","CHACABUCO",1388,"E","VU - VIVIENDA UNICA",2,"","","SAN TELMO",1,6,0,0,0,"EDIFICIOS","VIVIENDA UNICA",""
"9070",-58.37419,-34.6243,"004-013-035B","PERU",1399,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9071",-58.37487,-34.62433,"004-013-029B","GARAY, JUAN DE AV.",665,"E","VIVIENDA",10,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9072",-58.37487,-34.62433,"004-013-029B","GARAY, JUAN DE AV.",663,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9073",-58.3739,-34.62428,"004-019-023B","PERU",1390,"LOTE","PLAZA",0,"","","SAN TELMO",1,16,0,0,0,"LOTE","PLAZA",""
"9074",-58.37475,-34.62433,"004-013-030B","GARAY, JUAN DE AV.",657,"E","VIVIENDA",3,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9075",-58.37475,-34.62433,"004-013-030B","GARAY, JUAN DE AV.",655,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9076",-58.37475,-34.62433,"004-013-030B","GARAY, JUAN DE AV.",651,"SU","USO UNICO",1,"INTERNACIONAL PROTEL S.A.","IMPORTACIONES - REPRESENTACIONES","SAN TELMO",1,7,0,0,0,"EDIFICIOS","DESTINO UNICO",""
"9077",-58.37381,-34.62427,"004-019-024B","GARAY, JUAN DE AV.",591,"L","PELUQUERIA UNISEX",1,"","","SAN TELMO",1,93020,9302,930,93,"OTROS SERVICIOS","PELUQUERIA Y TRATAMIENTOS DE BELLEZA",""
"9078",-58.37381,-34.62427,"004-019-024B","GARAY, JUAN DE AV.",589,"L","FIAMBRERIA + GRANJA",1,"","","SAN TELMO",1,52211,5221,522,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","FIAMBRERIAS, QUESERIAS Y GALLETITERIAS"
"9079",-58.37381,-34.62427,"004-019-024B","GARAY, JUAN DE AV.",585,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9080",-58.3766,-34.62429,"004-007-018","PIEDRAS",1348,"E","VIVIENDA",1,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9081",-58.3766,-34.62429,"004-007-018","PIEDRAS",1350,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9082",-58.3737,-34.62426,"004-019-025B","GARAY, JUAN DE AV.",579,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9083",-58.37355,-34.62425,"004-019-026C","GARAY, JUAN DE AV.",565,"E","VU - VIVIENDA UNICA",2,"","","SAN TELMO",1,6,0,0,0,"EDIFICIOS","VIVIENDA UNICA",""
"9084",-58.37355,-34.62425,"004-019-026C","GARAY, JUAN DE AV.",559,"L","FLORES Y PLANTAS",1,"","","SAN TELMO",1,52391,5239,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","FLORERIA Y VIVEROS"
"9085",-58.3758,-34.62425,"004-007-031","CHACABUCO",1381,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9086",-58.3758,-34.62425,"004-007-031","CHACABUCO",1377,"E","VIVIENDA",1,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9087",-58.37341,-34.62423,"004-019-028B","GARAY, JUAN DE AV.",551,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9088",-58.37341,-34.62423,"004-019-028B","GARAY, JUAN DE AV.",549,"E","CASA",2,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9089",-58.37509,-34.62424,"004-013-023","CHACABUCO",1382,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9090",-58.37509,-34.62424,"004-013-023","CHACABUCO",1384,"E","VIVIENDA",9,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9091",-58.37299,-34.6242,"004-019-032H","GARAY, JUAN DE AV.",515,"P","PUESTO DIARIOS",1,"","CERRADO","SAN TELMO",1,52382,5238,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","VENTA DE DIARIOS Y REVISTAS"
"9092",-58.37662,-34.62422,"004-007-017","PIEDRAS",1342,"E","VIVIENDA",2,"","1344-1346","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9093",-58.37444,-34.62422,"004-013-036","PERU",1385,"GA","GARAGE",2,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9094",-58.3758,-34.62419,"004-007-032","CHACABUCO",1371,"E","CASA",2,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9095",-58.37256,-34.62417,"004-025-018B","BOLIVAR",1396,"SU","USO UNICO",2,"","","SAN TELMO",1,7,0,0,0,"EDIFICIOS","DESTINO UNICO",""
"9096",-58.37256,-34.62417,"004-025-018B","BOLIVAR",1398,"L","COMIDAS PARA LLEVAR",1,"","","SAN TELMO",1,55202,5520,552,55,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA","COMIDAS PARA LLEVAR"
"9097",-58.37256,-34.62417,"004-025-018B","GARAY, JUAN DE AV.",493,"L","MAXIKIOSCO + LOCUTORIO",1,"","","SAN TELMO",1,52119,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","MAXIKIOSCO"
"9098",-58.37364,-34.62419,"004-019-022","PERU",1388,"E","VIVIENDA",1,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9099",-58.37663,-34.62416,"004-007-016","PIEDRAS",1338,"EDU","HOTEL",1,"","","SAN TELMO",1,55122,5512,551,55,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA","HOTEL"
"9100",-58.37289,-34.62415,"004-019-032F","GARAY, JUAN DE AV.",519,"LOTE","PLAZOLETA",0,"JUAN CARLOS CASTAGNINO","","SAN TELMO",1,22,0,0,0,"PLAZOLETA","PLAZOLETA",""
"9101",-58.37581,-34.62412,"004-007-033","CHACABUCO",1361,"E","VIVIENDA",1,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9102",-58.37257,-34.6241,"004-025-018A","BOLIVAR",1388,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9103",-58.37245,-34.62413,"004-025-018C","GARAY, JUAN DE AV.",487,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9104",-58.37368,-34.62412,"004-019-021","PERU",1380,"E","VIVIENDA",1,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9105",-58.37368,-34.62412,"004-019-021","PERU",1382,"L","ALIMENTOS PARA MASCOTAS (VTA)",1,"","","SAN TELMO",1,52397,5239,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","PRODUCTOS VETERINARIOS"
"9106",-58.37227,-34.62412,"004-025-018H","GARAY, JUAN DE AV.",477,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9107",-58.37227,-34.62412,"004-025-018H","GARAY, JUAN DE AV.",473,"E","VU - VIVIENDA UNICA",2,"","","SAN TELMO",1,6,0,0,0,"EDIFICIOS","VIVIENDA UNICA",""
"9108",-58.37237,-34.62412,"004-025-018D","GARAY, JUAN DE AV.",483,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9109",-58.37215,-34.62412,"004-025-018J","GARAY, JUAN DE AV.",463,"L","CENTRO DE JUBILADOS",1,"SAN PEDRO TELMO","","SAN TELMO",1,91990,9199,919,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE ASOCIACIONES NCP",""
"9110",-58.37215,-34.62412,"004-025-018J","GARAY, JUAN DE AV.",461,"L","PLOMERIA",1,"","","SAN TELMO",1,45330,4533,453,45,"INSTALACIONES PARA EDIFICIOS Y OBRAS DE INGENIERIA CIVIL","INSTALACIONES DE GAS, AGUA, SANITARIOS Y DE CLIMATIZACION","PLOMERIA"
"9111",-58.37215,-34.62412,"004-025-018J","GARAY, JUAN DE AV.",453,"L","SUPERMERCADO",1,"","","SAN TELMO",1,52110,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","AUTOSERVICIO Y SUPERMERCADO"
"9112",-58.37509,-34.62414,"004-013-022","CHACABUCO",1368,"EDU","CERRADO",2,"","","SAN TELMO",1,10,0,0,0,"EDIFICIOS","CERRADO",""
"9113",-58.37509,-34.62414,"004-013-022","CHACABUCO",1370,"EDU","CERRADO",2,"","","SAN TELMO",1,10,0,0,0,"EDIFICIOS","CERRADO",""
"9114",-58.37509,-34.62414,"004-013-022","CHACABUCO",1378,"EDU","CERRADO",2,"","","SAN TELMO",1,10,0,0,0,"EDIFICIOS","CERRADO",""
"9115",-58.37331,-34.62415,"004-019-029B","GARAY, JUAN DE AV.",547,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9116",-58.37331,-34.62415,"004-019-029B","GARAY, JUAN DE AV.",541,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9117",-58.3732,-34.62414,"004-019-030B","GARAY, JUAN DE AV.",533,"E","VIVIENDA",3,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9118",-58.3732,-34.62414,"004-019-030B","GARAY, JUAN DE AV.",531,"L","LOCAL CERRADO",1,"","","SAN TELMO",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"9119",-58.3732,-34.62414,"004-019-030B","GARAY, JUAN DE AV.",529,"L","MAXIKIOSCO",1,"","","SAN TELMO",1,52119,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","MAXIKIOSCO"
"9120",-58.3731,-34.62414,"004-019-031B","GARAY, JUAN DE AV.",527,"L","ARTICULOS DE DECORACION",1,"","","SAN TELMO",1,52399,5239,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","OBJETOS, ARTESANIAS Y REGALOS PARA EL HOGAR"
"9121",-58.3731,-34.62414,"004-019-031B","GARAY, JUAN DE AV.",525,"E","VIVIENDA",8,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9122",-58.3731,-34.62414,"004-019-031B","GARAY, JUAN DE AV.",523,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9123",-58.37096,-34.62407,"004-031-022A","DEFENSA",1400,"L","SUPERMERCADO",1,"CARREFOUR EXPRESS","","SAN TELMO",1,52110,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","AUTOSERVICIO Y SUPERMERCADO"
"9124",-58.37096,-34.62407,"004-031-022A","GARAY, JUAN DE AV.",385,"E","VIVIENDA",6,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9125",-58.37096,-34.62407,"004-031-022A","GARAY, JUAN DE AV.",379,"L","CAFE BAR",1,"","","SAN TELMO",1,55211,5521,552,55,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA","BAR - CAFÉ - CONFITERIA - PUB"
"9126",-58.37291,-34.62406,"004-019-034","BOLIVAR",1381,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9127",-58.37444,-34.62409,"004-013-037","PERU",1371,"E","VIVIENDA",7,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9128",-58.37581,-34.62405,"004-007-034","CHACABUCO",1353,"E","VIVIENDA",7,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9129",-58.3751,-34.62404,"004-013-021","CHACABUCO",1360,"E","CASA",1,"","","SAN TELMO",1,4,0,0,0,"EDIFICIOS","CASA",""
"9130",-58.37096,-34.624,"004-031-021","DEFENSA",1384,"E","VIVIENDA",2,"","","SAN TELMO",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"9131",-58.37096,-34.624,"004-031-021","DEFENSA",1386,"L","BAR",1,"","","SAN TELMO",1,55211,5521,552,55,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA","BAR - CAFÉ - CONFITERIA - PUB"
"9132",-58.3718,-34.62406,"004-025-019F","GARAY, JUAN DE AV.",439,"GAP","GARAGE PRIVADO",1,"","","SAN TELMO",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"9133",-58.3718,-34.62406,"004-025-019F","GARAY, JUAN DE AV.",437,"E","OFICINAS",6,"GRUPO SCIENZA","","SAN TELMO",1,1,0,0,0,"EDIFICIOS","OFICINAS",""
