"","codigo_del_inmueble","organizacion","pais","provincia","departamento","localidad","calle","numero","situacion_inmueble","superficie_aproximada_m2","longitud","latitud"
"112",200029429,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"113",200029437,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"114",200029445,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"115",200029453,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"116",200029461,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"117",200029501,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Cordoba","948","Propiedad del ENA",792.02,-58.3805100361,-34.5993546203
"118",200029615,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Balcarce","615","Propiedad del ENA",327.11,-58.3708803646,-34.6150180702
"119",200029631,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Balcarce","624","Propiedad del ENA",220.35,-58.3704368949,-34.6150800526
"120",200029666,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"121",200029674,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"122",200029682,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"123",200029690,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"124",200029704,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","363","Propiedad del ENA",984.74,-58.3723230297,-34.6120976527
"125",200029712,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","363","Propiedad del ENA",982.48,-58.3723233728,-34.6120975042
"126",200029739,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"127",200029747,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"128",200029755,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"129",200029763,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"130",200029771,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"131",200029781,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"132",200029798,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"133",200029801,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"134",200029811,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"135",200029828,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"136",200029836,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"137",200029852,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Balcarce","610","Propiedad del ENA",673.59,-58.3704394389,-34.6149385465
"138",200029860,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","467","Propiedad del ENA",495.47,-58.3763737104,-34.6135712564
"139",200001664,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Suipacha","765/7/9","Propiedad del ENA",834.66,-58.3793824355,-34.5992971487
"140",200002431,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","103","Propiedad del ENA",978.09,-58.3751291298,-34.6093878419
"141",200002441,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","590","Propiedad del ENA",444.95,-58.3743158815,-34.6147607564
"142",200002458,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","600","Propiedad del ENA",444.95,-58.3743158815,-34.6147607564
"143",200002466,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Mexico","571","Propiedad del ENA",224.6,-58.3741833492,-34.6147372209
"144",200002474,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Mexico","575","Propiedad del ENA",224.6,-58.3741833492,-34.6147372209
"145",200002482,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","662","Propiedad del ENA",1000.54,-58.3740218253,-34.6156893235
"146",200002490,"ENTE NACIONAL DE COMUNICACIONES","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","666","Propiedad del ENA",1000.54,-58.3740218253,-34.6156893235
"147",200005260,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"San Jose","309/ 17/ 21 (IOSFA)","Propiedad del ENA",557.36,-58.3864245657,-34.6125004347
"148",200005341,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Ventura de la Vega","2697 (H.A.C.)","Propiedad del ENA",5074.76,-58.4119946841,-34.6527362165
"149",200005384,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peru","710/714 (LADE)","Propiedad del ENA",303.96,-58.3742648956,-34.6162802225
"150",200005406,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Pedro Zanni","250 (Edificio Condor)","Propiedad del ENA",10635.06,-58.3705248545,-34.5847993066
"151",200005414,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. de los Inmigrantes","2597 (Helipuerto /Playa)","Propiedad del ENA",36318.38,-58.3683864603,-34.5856712023
"152",200005430,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Leandro N. Alem","739 (Edificio Alas)","Propiedad del ENA",2293.08,-58.3703200445,-34.5991644334
"153",200005449,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paraguay","734/46/52 (Cocheras C.F.A.)","Propiedad del ENA",1084.96,-58.377428478,-34.5978996335
"154",200005457,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Cordoba","731/41 (C.F.A.)","Propiedad del ENA",2108.45,-58.3774117793,-34.5984456004
"155",200005546,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Oficina UF 83)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"156",200005554,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera 1 SS)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"157",200005562,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (cochera UF 26)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"158",200005570,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera 1 SS)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"159",200005589,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Oficina UF 29)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"160",200005597,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"161",200005600,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"162",200005619,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"163",200005627,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"164",200005635,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"165",200005643,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Cochera PB)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
"166",200005651,"ESTADO MAYOR GENERAL DE LA FUERZA AÉREA","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Av. Belgrano","1364 (Oficina UF 85)","Propiedad del ENA",725.29,-58.3855744637,-34.6137318294
